userid
162345
157449
162254
135411
136140
138633
133898
134573
157341
136851
157530
157584
157323
134519
134582
158072
162564
134483
141471
157557
157305
159792
162209
134537
134555
135176
136941
159054
131339
139281
141444
159333
144774
161486
139380
161450
162281
138804
157991
139371
136968
139272
138822
138813
160216
161748
158027
131348
138894
138858
161558
159018
159369
137121
140523
132016
137139
160423
137184
161459
137193
159351
136986
139263
139884
161793
131357
137238
140579
139083
161594
141426
161477
131285
159243
132007
160207
158000
131962
159972
159297
137175
142380
142020
141795
139821
142317
144855
159342
141732
160116
138903
159279
140109
136995
161576
132188
139236
142596
137292
141849
1456037
159306
132872
142254
132557
132062
158081
137229
143307
137220
132296
139092
143154
161567
139155
139299
1455224
142119
141318
144027
158054
131321
144234
144288
1455997
160504
136959
1455734
133448
161468
141462
143829
133115
140091
143172
133223
137049
132593
144639
142632
137166
132773
144252
141957
142461
159045
139938
1455694
1455936
139317
131998
159027
159009
161784
143748
132647
139245
160107
142407
158937
132674
144477
131980
1455977
138840
142110
132665
133088
144819
140532
143343
139173
143820
140568
161775
160450
137130
159234
139200
132143
158045
137004
159918
141723
132071
142074
160270
137211
142875
139344
131971
142695
132116
139362
132656
159711
138867
139839
140001
158991
132629
160549
142767
142776
139326
160612
142785
137265
131303
132719
145053
132052
158973
133178
143856
143865
132611
141984
144387
160306
140715
133187
160657
145062
144207
132944
132953
145071
143874
158018
144702
145080
144396
144045
144711
139191
133196
143883
144720
144405
160702
142542
160648
144054
143892
144549
144729
132043
133142
139353
133043
158009
143910
144063
158955
132197
144558
159999
160675
160684
160630
143370
144072
144414
132998
144567
143919
142362
144900
144909
133169
144576
143928
144918
143937
139290
142146
144738
160639
143964
133205
143973
145089
144423
144585
132971
133079
144747
144216
132980
145098
144603
144081
144927
160693
144432
144441
144936
144090
145188
143982
144450
144099
145107
143991
144612
133214
144756
144621
160666
144630
144225
144000
144765
145116
144009
144459
133007
144945
145125
133016
144243
144036
133844
133097
145134
145143
145152
144783
144792
133232
144801
144810
144108
144468
144117
144270
144486
133106
144666
144828
144594
144279
144954
133151
145161
145170
144297
144306
144837
145179
144315
144504
144324
144513
144846
144540
144675
144333
133439
144531
144126
144144
144153
144162
144171
144351
144360
144180
144189
144198
133160
144369
133124
144873
133133
144882
144864
144693
144963
144891
145206
144972
144981
144990
144999
146359
145035
145026
145954
146350
145215
145548
145044
145008
145224
145017
146386
146143
145765
133295
145260
133052
133034
144342
147322
144522
133061
144135
145242
146368
146152
145269
145792
146161
145774
146377
145377
133430
145783
145251
145801
145386
145395
146170
146179
145278
145963
145810
145819
146188
145972
145828
145557
146422
146395
146404
146413
145575
145566
133412
145981
146431
145404
146440
145593
133367
145855
146476
145602
145864
145611
145296
145620
145422
133475
145305
145431
146485
145629
133313
146008
146494
133241
146647
133394
145440
146503
145638
146215
146017
145647
133322
145449
145873
146224
133331
146233
1455889
133340
145458
146242
146656
133349
145656
146251
145665
1455899
145314
133403
146512
146521
146530
145467
145891
146260
145900
146026
146539
133250
145476
146548
145674
146269
133358
146062
146035
145323
145692
146557
146071
146044
146296
133259
145683
145485
146053
146278
146287
145494
145332
145701
145909
145503
133889
145512
147196
145710
145521
133376
145918
145350
145738
145530
145927
133286
133277
145341
133268
145945
145936
145359
145539
146080
145720
145368
145729
146305
146314
147367
146089
145747
146323
133457
133421
146107
146116
146125
145756
146332
146341
133385
146098
147232
133493
146854
146845
146575
146863
146944
147493
146584
147115
146593
147124
146134
147502
146881
147151
146980
146989
146620
146998
147160
146746
147484
146629
133484
147754
147007
146755
147169
146773
147412
147547
147556
147538
147565
146638
146665
133628
146674
146683
146692
146818
147025
147277
146827
147286
147457
147466
146890
146782
133520
146899
147250
133619
146791
133583
133547
147448
133601
147187
147034
146908
147295
147304
146836
147340
147052
147475
147205
133610
147223
147808
147601
147610
133691
133736
147349
147061
148033
148042
147862
148051
147853
148060
147871
147880
147889
148123
147898
147907
148078
147655
147916
133673
133763
148087
147664
147673
147925
148096
148141
147682
147934
148475
147691
147700
133718
133727
148114
147943
147709
148150
147952
147718
147727
133682
147772
147781
147790
148484
148493
148304
148367
148313
148421
148430
148213
148259
148159
148322
148268
148502
148439
148394
148331
148340
148277
148403
148547
148412
148376
148448
148168
160198
146449
133304
133466
146458
146197
146206
145990
139695
133592
147178
138912
147421
158036
146800
145287
145584
1455704
146467
145837
147385
147394
147106
146953
147745
131267
146701
145846
146962
146602
146872
146710
146809
1455987
147241
146971
147259
1456305
1456007
147574
159036
132161
139335
159909
159072
158946
1456057
138921
161603
132791
160279
132989
139740
131294
142209
142218
142623
142344
142065
132962
142227
142236
160035
139110
139956
141939
137157
147736
147961
148105
139902
133700
147997
132800
1456295
147628
147637
147835
148006
132206
147844
131276
160189
132089
144648
142470
133745
133754
148132
142371
132512
132080
138831
141930
133709
147646
148015
148024
133070
146917
147070
146926
147079
160387
147088
142479
133511
160017
142488
160225
139209
147376
146566
142497
139182
139101
133529
132854
147358
133565
159063
1456285
147214
144378
158063
137013
141480
132602
141714
137202
131330
147979
159315
139218
147988
147826
160396
158982
138876
139227
131989
158099
137247
137256
137274
141354
140670
139767
139947
140679
132125
139785
140688
141363
140514
140697
140706
139965
140724
140541
140733
140550
160261
140559
141372
132025
132034
139830
140742
140751
161811
160243
159801
160234
142794
140588
147043
147619
132539
139974
132548
141381
159702
140661
159936
141399
140606
140046
132107
133637
133556
140652
143901
1455534
141687
139704
147268
147430
160342
139848
132152
140769
132170
139857
139866
147016
147439
1456068
147799
1455634
160288
139992
132179
141489
159720
141498
160621
159927
147817
140597
139875
147592
140019
141507
147133
133664
140616
1455594
140010
1456274
139164
141885
139803
141390
139911
141453
160297
139920
140028
140625
139929
140634
139893
132134
141336
132305
132098
146719
159270
139668
160495
147511
140100
147520
141786
140037
133781
143721
160351
133646
133655
141516
141525
146728
146611
139119
141948
146737
159252
140055
140643
141534
140064
141858
160252
141543
140073
147403
147331
140082
160324
141309
141678
139983
141408
141417
132215
160360
132503
141327
145413
159261
160315
160333
141345
160369
132494
141651
132224
142263
145233
139137
141435
139128
142245
147583
142137
139146
142398
141876
142281
141660
142173
159288
141867
139722
132638
141975
141669
142524
160486
142389
142272
142533
141993
141696
142551
142416
142560
142425
142290
141705
142299
1455173
142434
142569
142002
142443
141894
142128
142452
142578
142155
142164
141777
159981
160378
132566
132575
132530
142587
142308
142011
159945
160459
160468
160477
132521
132584
141912
142614
142056
160414
142200
160089
132620
141921
132737
1456315
144495
133025
144018
133574
147529
144261
144657
133538
159990
146764
160441
160098
142083
141840
160026
160432
160062
142101
141966
143334
142641
143487
142983
142650
143955
142992
143163
